Title,Views,Upload Date,Likes,Comments,Hashtags,Duration_min,Duration_Category,Trending_Hashtags_Count,Has_Trending_Hashtags,Upload_Year,Like_Ratio,Comment_Ratio,Engagement_Score,Title_Length,Title_Word_Count,Title_Has_Question
Angular Animations Tutorial | Mosh,158000,7 years ago,2500,82,,32.98,30-60m,0,False,2018,0.015822784810126583,0.0005189873417721519,0.8170886075949367,34,5,False
Angular Material Tutorial | Mosh,267000,7 years ago,3600,107,,36.32,30-60m,0,False,2018,0.01348314606741573,0.000400749063670412,0.6941947565543071,32,5,False
AngularJS vs Angular 2 vs Angular 4 | Mosh,83000,7 years ago,1500,41,,4.25,1-5m,0,False,2018,0.018072289156626505,0.0004939759036144578,0.9283132530120481,42,9,False
Angular Tutorial for Beginners: Learn Angular & TypeScript,4600000,7 years ago,65000,2388,#angular #webdevelopment #programming,122.7,60m+,0,False,2018,0.014130434782608696,0.0005191304347826087,0.7324782608695652,58,8,False
TypeScript Properties,11000,7 years ago,124,3,,5.98,5-10m,0,False,2018,0.011272727272727273,0.00027272727272727274,0.5772727272727273,21,2,False
TypeScript Constructors,24000,7 years ago,287,9,,3.55,1-5m,0,False,2018,0.011958333333333333,0.000375,0.6166666666666667,23,2,False
TypeScript Classes,14000,7 years ago,147,2,,5.2,5-10m,0,False,2018,0.0105,0.00014285714285714287,0.5321428571428571,18,2,False
TypeScript Interfaces,30000,7 years ago,472,13,,4.58,1-5m,0,False,2018,0.015733333333333332,0.0004333333333333333,0.8083333333333333,21,2,False
Access Modifiers in TypeScript,21000,7 years ago,269,7,,3.62,1-5m,0,False,2018,0.012809523809523809,0.0003333333333333333,0.6571428571428571,30,4,False
TypeScript Tutorial - TypeScript for React - Learn TypeScript,608000,7 years ago,10000,384,#javascript #react,51.55,30-60m,0,False,2018,0.01644736842105263,0.0006315789473684211,0.8539473684210526,61,9,False
My Brand New Angular Course,19000,7 years ago,238,24,,3.25,1-5m,0,False,2018,0.012526315789473684,0.0012631578947368421,0.6894736842105262,27,5,False
"Demo of An E-commerce App Built with Angular, Firebase and Bootstrap 4",99000,7 years ago,728,69,,2.42,1-5m,0,False,2018,0.007353535353535353,0.000696969696969697,0.4025252525252525,70,12,False
Udemy Live 2017: Teaching Tech Panel,37000,7 years ago,722,97,,7.38,5-10m,0,False,2018,0.019513513513513513,0.0026216216216216216,1.1067567567567567,36,6,False
Two-way Binding and ngModel in Angular 4,94000,7 years ago,715,25,,8.1,5-10m,0,False,2018,0.0076063829787234045,0.00026595744680851064,0.39361702127659576,40,7,False
Entity Framework 6 Tutorial: Learn Entity Framework 6 from Scratch,525000,8 years ago,5200,216,,27.95,10-30m,0,False,2017,0.009904761904761904,0.00041142857142857143,0.5158095238095237,66,10,False
Build a Real-world App with ASP.NET Core and Angular 2,170000,8 years ago,1200,131,,61.17,60m+,0,False,2017,0.007058823529411765,0.0007705882352941176,0.3914705882352941,54,10,False
Profile and optimize your Angular 2 apps,29000,8 years ago,442,16,,11.83,10-30m,0,False,2017,0.015241379310344827,0.0005517241379310345,0.789655172413793,40,7,False
Testing Angular 2+ Apps with Jasmine and Karma | Mosh,334000,8 years ago,3900,155,,32.57,30-60m,0,False,2017,0.011676646706586826,0.00046407185628742517,0.6070359281437125,53,10,False
Using Redux in Angular 2+ Apps | Mosh,128000,8 years ago,1700,92,,29.53,10-30m,0,False,2017,0.01328125,0.00071875,0.7,37,8,False
Value Types and Reference Types in JavaScript,16000,8 years ago,574,31,,6.98,5-10m,0,False,2017,0.035875,0.0019375,1.890625,45,7,False
Xamarin Forms Tutorial: Build Native Mobile Apps with C#,946000,8 years ago,10000,374,,72.28,60m+,0,False,2017,0.010570824524312896,0.00039534883720930233,0.5483086680761099,56,9,False
[Pluralsight]: Become a Full-stack .NET Developer,143000,8 years ago,1200,73,,4.63,1-5m,0,False,2017,0.008391608391608392,0.0005104895104895105,0.4451048951048951,49,6,False
Step-by-step ASP.NET MVC Tutorial for Beginners | Mosh,3600000,8 years ago,38000,1582,,67.82,60m+,0,False,2017,0.010555555555555556,0.00043944444444444445,0.54975,54,8,False
Difference between Junior and Senior Developers,72000,8 years ago,1700,94,,7.98,5-10m,0,False,2017,0.02361111111111111,0.0013055555555555555,1.2458333333333333,47,6,False
C# Tutorial For Beginners - Learn C# Basics in 1 Hour,5300000,9 years ago,80000,2496,#csharp #dotnet #programming,70.53,60m+,0,False,2016,0.01509433962264151,0.0004709433962264151,0.7782641509433963,53,11,False
Working with Components in Angular,23000,9 years ago,96,7,,10.43,10-30m,0,False,2016,0.0041739130434782605,0.0003043478260869565,0.22391304347826085,34,5,False
Architecture of Angular 2+ Apps,25000,9 years ago,209,6,,5.52,5-10m,0,False,2016,0.00836,0.00024,0.43,31,5,False
Angular 2 Tutorial for Beginners: Learn Angular 2 from Scratch | Mosh,1000000,9 years ago,9900,881,,54.22,30-60m,0,False,2016,0.0099,0.000881,0.53905,69,12,False
"Repository Pattern with C# and Entity Framework, Done Right | Mosh",881000,9 years ago,12000,870,,26.4,10-30m,0,False,2016,0.01362088535754824,0.0009875141884222475,0.7304199772985244,66,11,False
Debugging C# Code in Visual Studio | Mosh,404000,9 years ago,3900,75,,31.7,30-60m,0,False,2016,0.009653465346534653,0.00018564356435643565,0.49195544554455445,41,8,False
C# Generics Tutorial: Whats and Whys | Mosh,266000,9 years ago,3300,135,,19.95,10-30m,0,False,2016,0.012406015037593985,0.0005075187969924812,0.6456766917293233,43,8,False
C# Events and Delegates Made Simple | Mosh,965000,10 years ago,18000,1033,,32.07,30-60m,0,False,2015,0.01865284974093264,0.0010704663212435233,0.9861658031088082,42,8,False
"Clean Code: Learn to write clean, maintainable and robust code",363000,10 years ago,3500,233,,34.3,30-60m,0,False,2015,0.009641873278236915,0.0006418732782369146,0.5141873278236915,62,10,False
Backbone.js Tutorial Part 14 - Backbone.js Views: Templating,13000,10 years ago,104,10,,5.93,5-10m,0,False,2015,0.008,0.0007692307692307692,0.43846153846153846,60,8,False
Backbone.js Tutorial Part 13 - Backbone.js Views: Handling Collection Events,4800,10 years ago,35,7,,9.63,5-10m,0,False,2015,0.007291666666666667,0.0014583333333333334,0.4375,76,10,False
Backbone.js Tutorial Part 12 - Backbone.js Views: Handling the Model Events,10000,10 years ago,61,4,,4.27,1-5m,0,False,2015,0.0061,0.0004,0.325,75,11,False
Backbone.js Tutorial Part 11 - Backbone.js Views: Handling the DOM Events,10000,10 years ago,51,1,,5.43,5-10m,0,False,2015,0.0051,0.0001,0.26,73,11,False
Backbone.js Tutorial Part 10 - Backbone.js Views: Passing Data to Views,14000,10 years ago,94,4,,6.67,5-10m,0,False,2015,0.006714285714285714,0.00028571428571428574,0.35000000000000003,71,11,False
Backbone.js Tutorial Part 9 - Backbone.js Views: Creating Views,17000,10 years ago,114,6,,7.88,5-10m,0,False,2015,0.006705882352941176,0.00035294117647058826,0.3529411764705882,63,9,False
Backbone.js Tutorial Part 8 - Backbone.js Collections: Fetching Collections from the Server,12000,10 years ago,59,1,,1.55,1-5m,0,False,2015,0.004916666666666666,8.333333333333333e-05,0.25,91,12,False
Backbone.js Tutorial Part 7 - Backbone.js Collections: Working with Collections,3900,10 years ago,36,4,,7.1,5-10m,0,False,2015,0.009230769230769232,0.0010256410256410256,0.5128205128205129,79,10,False
Backbone.js Tutorial Part 6 - Backbone.js Collections: Creating Collections,14000,10 years ago,81,7,,4.32,1-5m,0,False,2015,0.0057857142857142855,0.0005,0.3142857142857143,75,9,False
Backbone.js Tutorial Part 5 - Backbone.js Models: Syncing Models with the Server,17000,10 years ago,104,8,,5.23,5-10m,0,False,2015,0.00611764705882353,0.00047058823529411766,0.3294117647058824,80,12,False
Backbone.js Tutorial Part 1 - Backbone.js Models: Creating Models,65000,10 years ago,209,12,,2.82,1-5m,0,False,2015,0.003215384615384615,0.0001846153846153846,0.16999999999999998,65,9,False
Backbone.js Tutorial Part 4 - Backbone.js Models: Model Inheritance,14000,10 years ago,69,6,,2.72,1-5m,0,False,2015,0.004928571428571429,0.00042857142857142855,0.26785714285714285,67,9,False
Backbone.js Tutorial Part 3 - Backbone.js Models: Model Validation,16000,10 years ago,82,3,,2.47,1-5m,0,False,2015,0.005125,0.0001875,0.26562500000000006,66,9,False
Backbone.js Tutorial Part 2 - Backbone.js Models: Working with Model Attributes,26000,10 years ago,136,7,,4.87,1-5m,0,False,2015,0.005230769230769231,0.0002692307692307692,0.275,79,11,False
Visual Studio Keyboard Shortcuts that Speed Up Debugging Applications | Mosh,84000,10 years ago,862,30,,7.1,5-10m,0,False,2015,0.010261904761904762,0.00035714285714285714,0.530952380952381,76,11,False
6 Visual Studio Tips to Increase Your Productivity | Mosh,562000,10 years ago,7200,236,,18.3,10-30m,0,False,2015,0.012811387900355872,0.0004199288256227758,0.6615658362989324,57,10,False
